1	107	4.8,3.0,1.4,0.3
2	108	5.8,2.7,4.1,1.0
2	109	5.6,2.8,4.9,2.0
2	110	6.1,3.0,4.9,1.8
0	111	4.4,2.9,1.4,0.2
1	112	4.9,3.1,1.5,0.1
2	113	6.2,2.2,4.5,1.5
2	114	6.3,3.4,5.6,2.4
1	115	5.1,3.8,1.6,0.2
2	116	6.0,2.7,5.1,1.6
1	117	5.7,3.8,1.7,0.3
0	118	4.6,3.2,1.4,0.2
2	119	7.2,3.6,6.1,2.5
2	120	5.6,2.7,4.2,1.3
1	121	4.7,3.2,1.3,0.2
2	122	6.0,2.2,5.0,1.5
2	123	6.5,3.0,5.5,1.8
2	124	6.8,3.2,5.9,2.3
2	125	6.9,3.1,4.9,1.5
1	126	5.0,3.2,1.2,0.2
2	127	6.4,2.8,5.6,2.1
1	128	5.0,3.4,1.6,0.4
1	129	4.7,3.2,1.6,0.2
2	130	5.6,3.0,4.1,1.3
2	131	6.2,2.8,4.8,1.8
2	132	5.8,2.6,4.0,1.2
1	133	4.8,3.4,1.9,0.2
2	134	5.7,2.9,4.2,1.3
2	135	6.6,3.0,4.4,1.4
2	136	6.6,2.9,4.6,1.3
2	137	6.7,3.1,4.7,1.5
1	138	5.8,4.0,1.2,0.2
2	139	5.5,2.4,3.7,1.0
2	140	7.1,3.0,5.9,2.1
1	141	5.2,4.1,1.5,0.1
2	142	7.6,3.0,6.6,2.1
2	143	6.1,2.6,5.6,1.4
1	144	5.0,3.3,1.4,0.2
2	145	5.1,2.5,3.0,1.1
1	146	5.0,3.4,1.5,0.2
2	147	6.3,2.7,4.9,1.8
2	148	7.3,2.9,6.3,1.8
2	149	6.4,3.2,5.3,2.3
